Name,DrugBank ID (Primary),Type,Groups,Categories,has_dosing,Frequency,Times Per Day,Routes,Dosing Source,Interaction Count,Food Interaction Count,Has Description,Has Mechanism,Has Absorption,Has Metabolism,Has Half Life
Zidovudine diphosphate,DB04542,small molecule,experimental,"Deoxyribonucleosides; Deoxyribonucleotides; Dideoxynucleosides; Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides",No,,,,,0,0,No,No,No,No,No
"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",DB04543,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,DB04544,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Afegostat,DB04545,small molecule,experimental; investigational,"Carbohydrates; Glycoside Hydrolases, antagonists & inhibitors; Imines; Imino Sugars; Piperidines",No,,,,,0,0,No,No,No,No,No
3-Deazaadenosine,DB04546,small molecule,experimental,"Heterocyclic Compounds, Fused-Ring; Isomerism; Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides; Purine Nucleosides",No,,,,,0,0,No,No,No,No,No
Inhibitor BEA409,DB04547,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
4-Deoxy-D-Glucuronic Acid,DB04548,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",DB04549,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"beta-D-fructofuranose 1,6-bisphosphate",DB04551,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Niflumic acid,DB04552,small molecule,experimental,"Acids, Carbocyclic; Agents causing hyperkalemia; Agents that produce hypertension; Aminobenzoates; Analgesics",Yes,,,Oral; Topical,DrugBank text extraction,1430,0,Yes,Yes,Yes,Yes,Yes
2-Oxobutanoic Acid,DB04553,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
8-Bromoadenosine-5'-Diphosphate,DB04554,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Cytidine-5'-Diphosphate,DB04555,small molecule,experimental,,No,,,,,0,0,Yes,No,No,No,No
NAP-226-90,DB04556,small molecule,experimental,Amines; Benzene Derivatives; Ethylamines,No,,,,,0,0,No,No,No,No,No
Arachidonic Acid,DB04557,small molecule,experimental,Arachidonic Acids; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 Substrates; Eicosanoids; Fatty Acids,Yes,,,Oral,DrugBank text extraction,325,0,Yes,No,No,No,No
N-(Chlorophenyl)-N'-hydroxyguanidine,DB04559,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"4,7-Dioxosebacic Acid",DB04560,small molecule,experimental,"Fatty Acids; Lipids; Porphobilinogen Synthase, antagonists & inhibitors",No,,,,,0,0,No,No,No,No,No
"4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid",DB04561,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Tricarballylic acid,DB04562,small molecule,experimental,"Acids, Acyclic",No,,,,,0,0,No,No,No,No,No
CRA_9678,DB04563,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Gluconolactone,DB04564,small molecule,approved; experimental,"Acids, Acyclic; Calculi Dissolution Agent; Carbohydrates; Hydroxy Acids; Irrigation",Yes,,,,OpenFDA,0,0,Yes,No,No,No,No
4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,DB04565,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Inosinic Acid,DB04566,small molecule,experimental,"Heterocyclic Compounds, Fused-Ring; Inosine Nucleotides; Nucleic Acids, Nucleotides, and Nucleosides; Nucleotides; Purine Nucleotides",No,,,,,0,0,Yes,No,No,No,No
Chromophore (Gly-Tyr-Gly),DB04567,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
5-Aminoimidazole Ribonucleoside,DB04568,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Benzyl formate,DB04569,small molecule,experimental,"Acids, Acyclic",No,,,,,0,0,No,No,No,No,No
Latamoxef,DB04570,small molecule,approved; investigational,Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use,No,,,,,796,0,Yes,Yes,Yes,No,Yes
Trioxsalen,DB04571,small molecule,approved,Antipsoriatics; Antipsoriatics for Systemic Use; Antipsoriatics for Topical Use; Benzopyrans; Coumarins,Yes,,,Oral,DrugBank text extraction,21,1,Yes,Yes,No,No,No
Thiotepa,DB04572,small molecule,approved; investigational,"Alkylating Activity; Alkylating Drugs; Antineoplastic Agents; Antineoplastic Agents, Alkylating; Antineoplastic and Immunomodulating Agents",Yes,,,,OpenFDA,1126,2,Yes,Yes,No,No,Yes
Estriol,DB04573,small molecule,approved; investigational; vet_approved,Estradiol Congeners; Estranes; Estrenes; Estrogens; Fused-Ring Compounds,Yes,,,,OpenFDA,562,0,Yes,Yes,No,No,No
Estrone sulfate,DB04574,small molecule,approved,"17-Ketosteroids; Adrenal Cortex Hormones; Contraceptive Agents, Hormonal; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)",Yes,,,Oral; Vaginal,DrugBank text extraction,1850,1,Yes,Yes,Yes,Yes,No
Quinestrol,DB04575,small molecule,approved,"Estradiol Congeners; Estrogenic Steroids, Alkylated; Estrogens; Ethinyl Estradiol; Fused-Ring Compounds",No,,,,,562,0,Yes,Yes,Yes,Yes,No
Fleroxacin,DB04576,small molecule,experimental,4-Quinolones; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use,Yes,,,,DrugBank text extraction,847,4,Yes,Yes,Yes,No,No
1-(1-phenylcyclopentyl)methylamine,DB04577,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide",DB04578,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-oxiranyl]carbonyl}-L-threonyl-L-isoleucine",DB04579,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
1-Methyl-2-quinolone,DB04580,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
1-benzylimidazole,DB04581,small molecule,experimental,Adrenergic Agents; Adrenergic alpha-Antagonists; Adrenergic Antagonists; Agents that produce hypertension; Neurotransmitter Agents,No,,,,,545,0,Yes,No,No,No,No
Imazaquin,DB04582,small molecule,experimental,"Agrochemicals; Compounds used in a research, industrial, or household setting; Herbicides; Heterocyclic Compounds, Fused-Ring; Pesticides",No,,,,,0,0,No,No,No,No,No
"5-Carbamoyl-1,1':4',1''-terphenyl-3-carboxylic acid",DB04583,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Phenyldehydroalanine,DB04584,small molecule,experimental,"Amino Acids; Amino Acids, Aromatic; Amino Acids, Cyclic; Amino Acids, Peptides, and Proteins",No,,,,,0,0,No,No,No,No,No
DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,DB04585,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
o-Bromophenol,DB04586,small molecule,experimental,Benzene Derivatives,No,,,,,0,0,No,No,No,No,No
2'-O-butyl-5-methyluridine,DB04587,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",DB04588,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,DB04590,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",DB04591,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
3-Bromo-3-buten-1-ol,DB04592,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID,DB04593,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
3-hydroxyglutaric acid,DB04594,small molecule,experimental,"Acids, Acyclic; Dicarboxylic Acids",No,,,,,0,0,No,No,No,No,No
"(E)-(4S,6S)-8-METHYL-6-((S)-3-METHYL-2-{(S)-2-[(5-METHYL-ISOXAZOLE-3-CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID BENZYL ESTER",DB04595,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-β-D-mannopyranosyl}-D-glucopyranuronic acid",DB04596,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",DB04597,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,DB04598,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Aniracetam,DB04599,small molecule,experimental,Antidepressive Agents; Central Nervous System Agents; Central Nervous System Depressants; Nervous System; Nootropic Agents,Yes,,,Oral,DrugBank text extraction,677,0,Yes,No,No,No,Yes
"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",DB04600,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",DB04601,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,DB04602,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
5-Formyl-2'-deoxy-cytidine-5'-monophosphate,DB04603,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
5-iodotubercidin,DB04604,small molecule,experimental,"Adenosine Kinase, antagonists & inhibitors; Enzyme Inhibitors; Heterocyclic Compounds, Fused-Ring; Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides",No,,,,,0,0,No,No,No,No,No
5-Aminoisoquinoline,DB04605,small molecule,experimental,"Heterocyclic Compounds, Fused-Ring",No,,,,,0,0,No,No,No,No,No
2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),DB04606,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",DB04607,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",DB04608,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
INHIBITOR Q8467 OF DUPONT MERCK,DB04609,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",DB04610,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",DB04612,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER",DB04613,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
(R)-tacrine(10)-hupyridone,DB04614,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
(S)-tacrine(10)-hupyridone,DB04615,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
TACRINE(8)-4-AMINOQUINOLINE,DB04616,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",DB04617,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE",DB04618,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Acetophenone,DB04619,small molecule,experimental,Dermatologicals; Ketones; Photosensitizing Agents; Radiation-Sensitizing Agents,No,,,,,4,0,No,No,No,No,No
Cycloleucine,DB04620,small molecule,experimental,"Amino Acids; Amino Acids, Cyclic; Amino Acids, Peptides, and Proteins; Cycloparaffins; Cyclopentanes",No,,,,,0,0,Yes,No,No,No,No
N-acetylhistamine,DB04622,small molecule,experimental,Amines; Autacoids; Biogenic Amines; Biogenic Monoamines; Biological Factors,No,,,,,0,0,No,No,No,No,No
"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",DB04623,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME),DB04624,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Apramycin,DB04626,small molecule,experimental; vet_approved,Agents that produce neuromuscular block (indirect); Aminoglycoside Antibacterials; Anti-Bacterial Agents; Anti-Infective Agents; Carbohydrates,Yes,,,Oral,DrugBank text extraction,868,0,Yes,Yes,No,No,No
Cyclouridine,DB04627,small molecule,experimental,"Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides; Pyrimidine Nucleosides; Pyrimidines; Ribonucleosides",No,,,,,0,0,No,No,No,No,No
Allosamidin,DB04628,small molecule,experimental,"Agrochemicals; Amino Sugars; Carbohydrates; Chitinases, antagonists & inhibitors; Compounds used in a research, industrial, or household setting",No,,,,,0,0,Yes,No,No,No,No
Aplyronine A,DB04629,small molecule,experimental,"Actins, antagonists & inhibitors; Lactones; Polyketides",No,,,,,0,0,No,No,No,No,No
Aldosterone,DB04630,small molecule,experimental; investigational,"11-Hydroxycorticosteroids; Adrenal Cortex Hormones; Corticosteroids; Corticosteroids for Systemic Use; Corticosteroids for Systemic Use, Plain",Yes,,,,OpenFDA,1040,0,Yes,No,No,No,No
Atpenin A5,DB04631,small molecule,experimental,Pyridines,No,,,,,0,0,No,No,No,No,No
4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,DB04632,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",DB04633,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,DB04634,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Glutamine t-butyl ester,DB04636,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
6-Bromo-1-hexanol,DB04637,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"2,5-di-tert-butylhydroquinone",DB04638,small molecule,experimental,"Antioxidants; Benzene Derivatives; Biological Factors; Calcium-Transporting ATPases, antagonists & inhibitors; Compounds used in a research, industrial, or household setting",No,,,,,0,0,No,No,No,No,No
Biphenylalanine,DB04639,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"Naphthalene-2,6-disulfonic acid",DB04640,small molecule,experimental,Arylsulfonates; Arylsulfonic Acids; Naphthalenes; Sulfonic Acids; Sulfur Acids,No,,,,,0,0,No,No,No,No,No
"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",DB04641,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",DB04642,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",DB04643,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",DB04644,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",DB04645,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Dibromothymoquinone,DB04646,small molecule,experimental,Benzoquinones; Quinones,No,,,,,0,0,Yes,No,No,No,No
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,DB04647,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
S-propylamine-L-cysteine,DB04648,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,DB04649,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",DB04650,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
BIOTINOL-5-AMP,DB04651,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Corticosterone,DB04652,small molecule,experimental,11-Hydroxycorticosteroids; Adrenal Cortex Hormones; Anti-Inflammatory Agents; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates,No,,,,,106,0,Yes,No,No,No,No
N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide,DB04653,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
4-PIPERIDIN-4-YLBUTANAL,DB04654,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Metoprine,DB04655,small molecule,experimental,Antineoplastic Agents; Enzyme Inhibitors; Folic Acid Antagonists; Pyrimidines,No,,,,,47,0,No,No,No,No,No
"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",DB04656,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Carboxin,DB04657,small molecule,approved; experimental,Agrochemicals; Amides; Amines; Anilides; Aniline Compounds,No,,,,,0,0,Yes,No,No,No,No
Calystegine B2,DB04658,small molecule,experimental,"Alkaloids; Aza Compounds; Azabicyclo Compounds; Glycoside Hydrolases, antagonists & inhibitors; Tropanes",No,,,,,0,0,No,No,No,No,No
"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",DB04659,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Choline alfoscerate,DB04660,small molecule,experimental; investigational,Alcohols; Biological Products; Carbohydrates; Glycerophosphates; Glycerophospholipids,Yes,,,Intramuscular; Intravenous; Oral,DrugBank text extraction,0,0,Yes,No,No,No,No
cis-tetracosenoyl sulfatide,DB04661,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
OLOMOUCINE II,DB04662,small molecule,experimental,"Cyclin-Dependent Kinases, antagonists & inhibitors; Heterocyclic Compounds, Fused-Ring",No,,,,,0,0,No,No,No,No,No
"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",DB04663,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Cyclohexyl-pentyl-maltoside,DB04664,small molecule,experimental,Carbohydrates; Glycosides; Surface-Active Agents,No,,,,,0,0,No,No,No,No,No
Coumarin,DB04665,small molecule,experimental,"Anticoagulants; Benzopyrans; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 Substrates; Edema, drug therapy",Yes,,,,OpenFDA,1468,2,No,No,No,No,No
CHROMOPHORE (LYS-TYR-GLY),DB04666,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
CHROMOPHORE (HIS-TYR-GLY),DB04667,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
CHROMOPHORE (GLU-TYR-GLY),DB04668,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
TRIAZOLOPYRIMIDINE,DB04669,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,DB04671,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"Cyclic 3',5'-thymidine monophosphate",DB04672,small molecule,experimental,"Deoxyribonucleotides; Nucleic Acids, Nucleotides, and Nucleosides; Nucleotides; Pyrimidine Nucleotides; Pyrimidines",No,,,,,0,0,No,No,No,No,No
4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,DB04673,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"2-HYDROXY-3,5-DIIODOBENZOIC ACID",DB04674,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Dansyllysine,DB04676,small molecule,experimental,"Amino Acids; Amino Acids, Basic; Amino Acids, Diamino; Amino Acids, Peptides, and Proteins",No,,,,,0,0,No,No,No,No,No
N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,DB04677,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
H TYPE II TRISACCHARIDE,DB04678,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Human blood group H type 1 trisaccharide,DB04679,small molecule,experimental,"Antigens; Antigens, Neoplasm; Biological Factors; Biomarkers; Biomarkers, Tumor",No,,,,,0,0,No,No,No,No,No
GALACTOSE GREASE,DB04680,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
BETA-METHYLLACTOSIDE,DB04681,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Octylphenoxy polyethoxyethanol,DB04682,small molecule,experimental,"Adrenal Cortex Hormones; Alcohols; Antifoaming Agents; Antispermatogenic Agents; Compounds used in a research, industrial, or household setting",No,,,,,402,0,No,No,No,No,No
"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",DB04683,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Bis(6-aminohexyl)amine,DB04684,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",DB04685,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
CHROMOPHORE (ASP-TYR-GLY),DB04686,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
DIMETHYL THIOPHOSPHATE,DB04687,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Methylecgonine,DB04688,small molecule,experimental,Alkaloids; Analgesics; Aza Compounds; Azabicyclo Compounds; Central Nervous System Agents,No,,,,,33,0,No,No,No,No,No
2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,DB04689,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Camptothecin,DB04690,small molecule,experimental,"Alkaloids; Antineoplastic Agents; Antineoplastic Agents, Phytogenic; BCRP/ABCG2 Substrates; Enzyme Inhibitors",No,,,,,157,0,Yes,Yes,No,No,No
2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate,DB04691,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Ethyl (2E)-4-({(2S)-2-[(N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl)amino]-2-phenylacetyl}amino)-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoate,DB04692,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"Estrane-3,17-dione",DB04693,small molecule,experimental,Fused-Ring Compounds; Steroids,No,,,,,0,0,Yes,No,No,No,No
"2,6-anhydro-3-deoxy-3-fluoronononic acid",DB04694,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
Farnesyl thiopyrophosphate,DB04695,small molecule,experimental,Organophosphates; Organophosphorus Compounds; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Terpenes,No,,,,,368,0,No,No,No,No,No
"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",DB04696,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,DB04697,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",DB04698,small molecule,experimental,,No,,,,,0,0,No,No,No,No,No
gamma-Butyrolactone,DB04699,small molecule,experimental; illicit,"4-Butyrolactone; Compounds used in a research, industrial, or household setting; Furans; Lactones; Solvents",No,,,,,0,0,Yes,No,No,No,No
